Question	A	B	C	D	Réponse correcte	GenRes
"Question : Laquelle des vulnérabilités suivantes peut entraîner une erreur de troncature numérique ?
A. Wraparound
B. Conversion de signé à non signé
C. Erreur de dépassement de borne de un
D. Truncation d'erreur numérique"	D					D
"Question :  Laquelle des faiblesses suivantes est liée à une mauvaise gestion des autorisations ?
    A. CWE-702
    B. CWE-266
    C. CWE-284
    D. CWE-303"	B					A
"Question :  Quelle est la faiblesse liée à l'utilisation d'un PRNG cryptographiquement faible ?
    A. RNG Seed Error
    B. Use of Cryptographically Weak PRNG
    C. Small Seed Space in PRNG
    D. Predictable Seed in PRNG"	B					B
"Question : Quelle vulnérabilité correspond à l'utilisation d'un NullPointerException Catch pour détecter une erreur de déréférencement de pointeur NULL ?
A. 395
B. 396
C. 397
D. 398"	A					B
"Question : Laquelle des faiblesses suivantes peut être causée par une mauvaise initialisation ?

A. UI Misrepresentation of Critical Information
B. Insecure Default Variable Initialization
C. External Control of Assumed-Immutable Web Parameter
D. Exposure of Data Element to Wrong Session"	B					B
"Question : Laquelle des faiblesses suivantes est considérée comme un code malveillant non répliquant ?
A. Cheval de Troie
B. Ver
C. Code malveillant non répliquant
D. Piège"	C					C
"Question : Quel défaut de sécurité est décrit dans le texte ?
A. Injection SQL
B. Impersonnification d'identité
C. Mauvaise configuration ASP.NET
D. Accès asynchrone à des données partagées"	C					Flagged
"Question : Laquelle des vulnérabilités suivantes est liée à des erreurs de type de données ?
A. CWE-605
B. CWE-606
C. CWE-626
D. CWE-646"	C					Flagged
"Question : Quelle vulnérabilité est décrite par le numéro CWE-702 ?
A. Violation des principes de conception sécurisée
B. Obfuscation ou cryptage des entrées sensibles à la sécurité sans vérification d'intégrité
C. Faiblesse introduite lors de la mise en œuvre
D. Délégation excessive de privilèges"	C					B
"Question : Quel code d'erreur concerne une erreur d'application ou une violation des normes de codage ?
A. 704
B. 705
C. 710
D. 732"	C					B
"Quelle est la conséquence courante du défaut CVE-703 ?
A. Confidentialité
B. Disponibilité
C. Intégrité
D. Déni de service (DoS)"	D					D
"Question : Quelle est la nature du texte ?

A. Article scientifique
B. Document technique
C. Manuel d'utilisation
D. Article d'actualité"	B					Flagged
"Question : Quelle recommandation de sécurité vise à garantir que les arguments des fonctions de manipulation de caractères peuvent être représentés par un ""unsigned char"" ?
A. EXP05-C
B. STR34-C
C. MSC31-C
D. STR37-C"	D					B
"**Question :**

Quel choix ne figure PAS dans la description de la faille de sécurité CWE-706 ?

A. Intégrité
B. Confidentialité
C. Disponibilité
D. Modification des données d'application

**"	C**					Flagged
"Question :  Selon le texte, quelle est la principale conséquence potentielle d'un message mal formé ?

A. L'exécution incorrecte du message
B. La corruption des données
C. La perte de connectivité
D. L'échec de l'application"	A					Flagged
"Question : Selon l’auteur, qu’est-ce qui peut être une conséquence de cette faiblesse ?
    A. Accès aux données de l’application
    B. Plantage du système
    C. Fuite de mémoire
    D. Perte de connectivité réseau"	A					Flagged
"Question :
Quelle est la faiblesse décrite dans le texte ?

A. Violation des normes de codage
B. Débordement de tampon
C. Référence de pointeur NULL non vérifiée
D. Scripting intersite"	A					Flagged
"Question : Le texte mentionne que la version la plus appropriée pour les éducateurs est :
A. CWE-629
B. OWASP Top Ten 2007
C. CWE-712
D. OWASP Top Ten 2004"	A					Flagged
"Question : Quelle faille de sécurité est liée à la catégorie A1 dans le Top Ten 2007 de OWASP ?
A. Injection Flaws
B. Cross Site Scripting (XSS)
C. Broken Authentication and Session Management
D. Improper Configuration Management"	B					Flagged
"Question : Quel est le numéro de la faiblesse ""External Control of Assumed-Immutable Web Parameter"" selon le CWE ?
A. 22
B. 716
C. 472
D. 936"	C					Flagged
"Question : Quel est le nom du modèle d'attaque CAPEC-ID 54 ?
A. Probing an Application Through Targeting its Error Reporting
B. Reflection Attack in Authentication Protocol
C. Encryption Brute Forcing
D. Password Recovery Exploitation"	A					Flagged
"Question : Quelle est la catégorie CWE associée à la vulnérabilité ""Failure to Restrict URL Access"" dans l'OWASP Top Ten 2007 ?
A. 720
B. 721
C. 722
D. 723"	B					Flagged
"Quelle vulnérabilité OWASP Top Ten 2004 est de catégorie A1 ?

A. Injection SQL
B. Validation d'entrée incorrecte
C. Contrôle d'accès brisé
D. Attaque intersite (XSS)"	B					Flagged
"Question : Dans quelle catégorie OWASP Top Ten les faiblesses de texte relèvent-elles ?
A. A1
B. A2
C. A3
D. A4"	C					Flagged
"Question : Quel numéro de CAPEC correspond à l'attaque ""Man in the Middle Attack"" ?
A. 31
B. 57
C. 94
D. 798"	C					Flagged
"Question : Quelle vulnérabilité n'est pas mentionnée dans la catégorie CWE-726 ?
A. Dépassement de mémoire tampon
B. Restriction incorrecte des opérations dans les limites d'une mémoire tampon
C. Injection SQL
D. Dépassement de tampon classique"	C					Flagged
"Question : Quelle est la catégorie CWE liée à la catégorie A7 du OWASP Top Ten 2004 ?
A. 728
B. 729
C. 711
D. 711933"	A					Flagged
"**Question :**

Quelle faille de sécurité est liée à la catégorie A9 du Top 10 de l'OWASP 2004 ?

A. Stockage de données sensibles dans une mémoire verrouillée incorrectement
B. Exposition d'informations via les chaînes de requête dans les requêtes GET
C. Déni de service
D. Configuration non sécurisée

**"	** C					B
"Question : Quel type de vulnérabilité est décrit dans la description ?

A. Exécution de code à distance
B. Injection SQL
C. Configuration non sécurisée
D. Déni de service"	C					C
"Question :
Quelle technique d'analyse peut être utile pour détecter les problèmes de permissions pour les ressources système ?

A. Analyse statique automatisée
B. Analyse dynamique automatisée
C. Analyse manuelle
D. Analyse de signature"	B					A
"Question : Quelle technique manuelle d'analyse statique est efficace pour détecter l'utilisation de modèles et de fonctions de permissions personnalisés ?
A. Analyse de code statique automatique
B. Analyse de code dynamique manuelle
C. Analyse de code statique manuelle
D. Fuzzing"	C					C
"Question :  Quel exemple de code illustre la vulnérabilité CWE-22 ?
A. Exemple 1
B. Exemple 2
C. Les deux exemples
D. Aucun des exemples"	B					C
"Question : Quel paramètre détermine les autorisations d'accès par défaut pour les fichiers nouvellement créés ?
A. chmod
B. umask
C. permissions
D. ACL"	B					B
"Question :  Quelle faille de sécurité permet aux utilisateurs d'arrêter un service ou d'exécuter des commandes en tant que SYSTEM ?
A. CVE-2007-5544
B. CVE-2008-0322
C. CVE-2009-3489
D. CVE-2009-0115"	C					A
"Question : Quelle vulnérabilité permet aux utilisateurs d'obtenir des privilèges ?
A. CVE-2009-3897
B. CVE-2009-3939
C. CVE-2009-3897 et CVE-2009-3939
D. Aucune de ces réponses"	A					C
"Question :  Selon le texte, quelle est une mitigation possible pour CWE-243 ?
A. Définir explicitement les permissions par défaut au démarrage du programme.
B. Suggérer des changements de configuration peu sûrs dans la documentation.
C. Supposer que l'administrateur système modifiera manuellement la configuration.
D. Ne pas utiliser de sandbox ou de jail."	A					A
"Question : Lequel des éléments suivants est un mappage de taxonomie spécifique à la section 15 du CERT Java Secure Coding ?

A. ENV03-J
B. SEC03-J
C. FIO03-J
D. ENV05-J"	A					A
"Question : Quel type de sécurité est étudié dans ""Building Secure Software "" ?
A. Permissions de fichiers
B. Contrôle d'accès
C. Gestion des privilèges
D. Protection des mécanismes"	B					B
"Question : Selon la norme CERT C Secure Coding Standard, quelle faiblesse est résolue par l'élimination de code utilisé pour détecter les dépassements de capacité par le compilateur C ?
A. Dépassement de capacité de tampon dans un appel d'API
B. Dépassement de capacité de tampon via des variables d'environnement
C. Dépassement de capacité par des variables et tags
D. Erreur de filtrage par dépassement de capacité"	A					A
"Quelle section du CERT C Secure Coding Standard traite des expressions ?

A. 01 - Préprocesseur (PRE)
B. 03 - Expressions (EXP)
C. 05 - Point flottant (FLP)
D. 11 - Signaux (SIG)"	B					B
"Question : Laquelle des faiblesses suivantes est liée à la section ""Expressions"" du standard CERT C Secure Coding ?
A. Validation d'index de tableau incorrecte
B. Dépassement de capacité d'entier
C. Utilisation de sizeof() sur un type de pointeur
D. Conversion de type incorrecte"	C					A
"Question : Laquelle des catégories suivantes inclut des faiblesses liées aux règles de la section sur les tableaux de la norme de codage sécurisé C du CERT ?
A. 734
B. 740
C. 741
D. 745"	B					B
"Question : Quelle catégorie de faiblesses est liée aux règles de la section Gestion de la mémoire de la norme CERT C Secure Coding ?
A. CWE-742
B. CWE-743
C. STR
D. CERT 07"	A					B
"**Question :**
Selon le texte, quelle section du CERT C Secure Coding Standard traite des faiblesses liées à l'entrée/sortie ?

A. 07 - Sécurité des communications (COM)
B. 08 - Gestion de la mémoire (MEM)
C. 09 - Entrée/Sortie (FIO)
D. 10 - Sécurisation de l'environnement d'exécution (RNE)

**"	** C					Flagged
"Question : Laquelle des options suivantes est une faiblesse liée à la catégorie 744 ?
A. Injection de commande OS
B. Injection d'argument
C. Déclaration de variable non initialisée
D. Exposition du descripteur de fichier à une sphère de contrôle non intentionnelle"	D					Flagged
"Question : Quelle section de la norme de codage sécurisé CERT C adresse les règles relatives à la gestion des erreurs ?

A. Section 11
B. Section 12
C. Section 49
D. Aucune mention dans le texte"	B					Flagged
"Question : Lequel des éléments suivants est un exemple de relation ""ParentOf"" dans ce texte ?
A. 59Improper Link Resolution Before File Access ('Link Following')
B. MemberOf 734Weaknesses Addressed by the CERT C Secure Coding Standard734951
C. CWE-748: CERT C Secure Coding Section 50 - POSIX (POS)
D. Proper Link Resolution After File Access"	A					Flagged
"Quelle est l'une des conséquences courantes de l'exposition d'une méthode ou d'une fonction dangereuse ?
A. Divulgation de données confidentielles
B. Exécution arbitraire de code
C. Gain de privilèges
D. Toutes les réponses ci-dessus"	D					Flagged
"Question : Quelle est la première étape recommandée pour réduire la surface d'attaque dans cette situation ?
A. Identifier les fonctionnalités exposées à un ensemble limité d'utilisateurs privilégiés
B. Définir les modificateurs d'accès appropriés (par exemple, public, privé)
C. Interdire l'accès direct à certaines fonctionnalités
D. Empêcher le marquage des contrôles ActiveX comme étant sûrs pour les scripts"	C					Flagged
"Question : Selon le texte, quelle faiblesse a commencé à être davantage signalée en 2007 ?
A. Encapsulation insuffisante
B. Contrôle de flux insuffisant
C. Méthodes ActiveX non sécurisées exposées
D. Accès IOCTL avec contrôle d'accès insuffisant"	C					Flagged
"Question : Quel est le numéro de catégorie pour ""2009 Top 25 - Risky Resource Management"" ?
A. 750
B. 751
C. 752
D. 753"	C					Flagged
"Question :
Quelle n'est PAS une faiblesse classée dans la catégorie ""Porous Defenses"" ?
A. Execution avec des privilèges inutiles
B. Utilisation d'un mot de passe codé en dur
C. Utilisation d'une ressource de sécurité brisée ou à risque
D. Utilisation de valeurs insuffisamment aléatoires"	C					Flagged
